Marker Chrom Pos_start
Chr1SNP3 1 0.027398
Chr1SNP16 1 0.169864
Chr1SNP21 1 0.224658
Chr1SNP86 1 0.936987
Chr1SNP87 1 0.947946
Chr1SNP97 1 1.057535
Chr1SNP115 1 1.254795
Chr1SNP117 1 1.276713
Chr1SNP144 1 1.572603
Chr1SNP148 1 1.616439
Chr1SNP180 1 1.967124
Chr1SNP219 1 2.394521
Chr1SNP276 1 3.019179
Chr1SNP291 1 3.183562
Chr1SNP351 1 3.841096
Chr1SNP364 1 3.983562
Chr1SNP379 1 4.147946
Chr1SNP404 1 4.421918
Chr1SNP411 1 4.498631
Chr1SNP445 1 4.871233
Chr1SNP459 1 5.024658
Chr1SNP540 1 5.912329
Chr1SNP572 1 6.263014
Chr1SNP582 1 6.372603
Chr1SNP590 1 6.460274
Chr1SNP629 1 6.887672
Chr1SNP727 1 7.961644
Chr1SNP769 1 8.421918
Chr1SNP833 1 9.123288
Chr1SNP841 1 9.210959
Chr1SNP914 1 10.010959
Chr1SNP917 1 10.043836
Chr1SNP991 1 10.854795
Chr1SNP1024 1 11.216439
Chr1SNP1030 1 11.282192
Chr1SNP1048 1 11.479453
Chr1SNP1079 1 11.819179
Chr1SNP1099 1 12.038357
Chr1SNP1261 1 13.813699
Chr1SNP1294 1 14.175343
Chr1SNP1302 1 14.263014
Chr1SNP1312 1 14.372603
Chr1SNP1473 1 16.136987
Chr1SNP1487 1 16.290411
Chr1SNP1575 1 17.254795
Chr1SNP1599 1 17.517809
Chr1SNP1606 1 17.594521
Chr1SNP1636 1 17.923288
Chr1SNP1653 1 18.10959
Chr1SNP1669 1 18.284932
Chr1SNP1670 1 18.295891
Chr1SNP1683 1 18.438357
Chr1SNP1730 1 18.953425
Chr1SNP1775 1 19.446576
Chr1SNP1815 1 19.884932
Chr1SNP1824 1 19.983562
Chr1SNP1976 1 21.649316
Chr1SNP2035 1 22.295891
Chr1SNP2094 1 22.942466
Chr1SNP2152 1 23.578083
Chr1SNP2176 1 23.841096
Chr1SNP2222 1 24.345206
Chr1SNP2238 1 24.520548
Chr1SNP2259 1 24.750685
Chr1SNP2267 1 24.838357
Chr1SNP2291 1 25.10137
Chr1SNP2343 1 25.671233
Chr1SNP2380 1 26.076713
Chr1SNP2394 1 26.230137
Chr1SNP2401 1 26.30685
Chr1SNP2435 1 26.679453
Chr1SNP2457 1 26.920548
Chr1SNP2474 1 27.10685
Chr1SNP2527 1 27.687672
Chr1SNP2579 1 28.257535
Chr1SNP2615 1 28.652055
Chr1SNP2618 1 28.684932
Chr1SNP2800 1 30.679453
Chr1SNP2821 1 30.90959
Chr1SNP2829 1 30.997261
Chr1SNP2860 1 31.336987
Chr1SNP2879 1 31.545206
Chr1SNP2986 1 32.717809
Chr1SNP3001 1 32.882192
Chr1SNP3008 1 32.958905
Chr1SNP3046 1 33.375343
Chr1SNP3243 1 35.534247
Chr1SNP3337 1 36.564384
Chr1SNP3358 1 36.794521
Chr1SNP3550 1 38.898631
Chr1SNP3565 1 39.063014
Chr1SNP3607 1 39.523288
Chr1SNP3823 1 41.890411
Chr1SNP3835 1 42.021918
Chr1SNP3880 1 42.515069
Chr1SNP3924 1 42.997261
Chr1SNP3948 1 43.260274
Chr1SNP4081 1 44.717809
Chr1SNP4084 1 44.750685
Chr1SNP4190 1 45.912329
Chr1SNP4211 1 46.142466
Chr1SNP4226 1 46.30685
Chr1SNP4227 1 46.317809
Chr1SNP4239 1 46.449316
Chr1SNP4245 1 46.515069
Chr1SNP4351 1 47.676713
Chr1SNP4420 1 48.432877
Chr1SNP4489 1 49.189042
Chr1SNP4512 1 49.441096
Chr1SNP4521 1 49.539727
Chr1SNP4567 1 50.043836
Chr1SNP4576 1 50.142466
Chr1SNP4578 1 50.164384
Chr1SNP4597 1 50.372603
Chr1SNP4607 1 50.482192
